rowid,kepid,kepoi_name,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
7357,6672229,K06754.01,23.83238251,2.01E-06,-2.01E-06,143.2182023,6.81E-05,-6.81E-05,0.664,0.008,-0.008,7.06068,0.00358,-0.00358,63.78,1.88E+01,-7.52E+00,623,,,35.58,30.78,-11.36,5722,154,-188,4.454,0.067,-0.202,1,0.295,-0.118,284.94107,42.113159,15.581
7358,6676725,K06755.01,1.428766771,,,132.1908553,,,0.354,,,3.9753,,,1.01,3.00E-01,-1.10E-01,1737,,,2157.42,1901.51,-665.43,6197,172,-216,4.449,0.05,-0.2,1.035,0.309,-0.111,286.92691,42.108849,14.701
7359,6695622,K06756.01,14.5567427,1.01E-04,-1.01E-04,135.6994,5.60E-03,-5.60E-03,0.4308,0.0832,-0.4308,1.421,0.412,-0.412,1.38,5.10E-01,-1.30E-01,783,,,89.02,94.78,-24.63,6153,154,-196,4.471,0.046,-0.046,0.993,0.365,-0.092,293.04248,42.11232,14.927
7360,6695889,K06757.01,1.106560721,1.32E-07,-1.32E-07,132.3745985,9.89E-05,-9.89E-05,0.531,0.187,-0.06,2.64151,0.0037,-0.0037,47.63,1.40E+01,-4.37E+00,1782,,,2382.7,2068.44,-677.61,6205,174,-217,4.534,0.048,-0.204,0.873,0.256,-0.08,293.10742,42.122589,15.415
7361,6697976,K06759.01,371.7096571,,,163.4814151,,,,,,4.65,,,,,,,,,,,,,,,,,,,,,293.6633,42.113079,14.936
7362,7541746,K06886.01,4.1747072,,,134.604,,,,,,11.13,,,,,,,,,1914.16,3045.94,-1004.18,,,,,,,,,,295.63531,43.115688,12.472
7363,7584778,K06887.01,0.622303871,6.94E-06,-6.94E-06,132.0916,1.15E-02,-1.15E-02,0.338,0.13,-0.338,1.84,0.28,-0.28,0.77,1.70E-01,-1.10E-01,2032,,,4050.15,2595.68,-1434.7,5672,170,-153,4.447,0.14,-0.155,0.853,0.177,-0.129,282.31512,43.266312,14.519
7364,7588436,K06888.01,23.3924063,3.84E-04,-3.84E-04,139.7612,1.53E-02,-1.53E-02,0.3153,0.1412,-0.3153,3.416,0.443,-0.443,0.84,3.70E-01,-9.00E-02,701,,,57.23,73.47,-16.87,6221,150,-183,4.4,0.074,-0.074,1.05,0.463,-0.114,284.17172,43.200809,12.845
7365,7592922,K06890.01,2.15888911,1.56E-05,-1.56E-05,131.97752,6.30E-03,-6.30E-03,0.224,0.25,-0.224,1.791,0.205,-0.205,0.72,1.00E-01,-7.00E-02,1130,,,384.49,175.63,-95.37,5269,142,-142,4.627,0.036,-0.084,0.713,0.103,-0.06,286.33069,43.267929,15.377
7366,7602351,K06892.01,17.5806026,5.39E-04,-5.39E-04,148.6715,2.76E-02,-2.76E-02,0.879,0.105,-0.614,4.17,0.609,-0.609,1.87,2.90E-01,-3.50E-01,816,,,104.96,42.51,-39.51,5839,79,-79,4.199,0.169,-0.104,1.358,0.209,-0.256,290.12088,43.24361,14.989
7367,7605600,K06893.01,3.326193904,4.12E-07,-4.12E-07,133.329774,1.04E-04,-1.04E-04,0.001,0.146,-0.001,2.08375,0.00683,-0.00683,14.72,1.26E+00,-1.44E+00,521,,,17.41,4.25,-3.97,3520,47,-47,4.906,0.035,-0.032,0.349,0.03,-0.034,291.15067,43.285301,14.888
7368,8312222,K07017.01,12.82327546,7.73E-07,-7.73E-07,136.1765764,4.89E-05,-4.89E-05,0.93,0.037,-0.027,5.32062,0.00229,-0.00229,44.29,1.28E+01,-3.97E+00,743,,,72,62.44,-19.82,5973,179,-197,4.562,0.036,-0.204,0.826,0.238,-0.074,296.1174,44.232841,15.626
7369,8314801,K07018.01,37.18327633,5.70E-06,-5.70E-06,158.645758,1.23E-04,-1.23E-04,0.003,0.003,-0.003,14.0996,0.00541,-0.00541,55,1.63E+01,-1.47E+01,594,,,29.41,26.25,-15.28,5657,169,-152,4.23,0.294,-0.196,1.168,0.347,-0.313,296.8732,44.241341,13.84
7370,8316503,K07019.01,5.065329723,1.29E-07,-1.29E-07,134.9819163,2.10E-05,-2.10E-05,0.725,0.012,-0.007,4.90392,0.00071,-0.00071,60.35,1.69E+01,-1.23E+01,1315,,,705.6,580.75,-314.53,6350,170,-207,4.233,0.185,-0.185,1.286,0.361,-0.263,297.29782,44.281658,13.955
7371,8345358,K07021.01,9.380632783,1.07E-06,-1.07E-06,132.5586444,9.25E-05,-9.25E-05,1.084,0.061,-0.071,4.295,0.00467,-0.00467,46.72,1.33E+01,-4.45E+00,846,,,120.99,98.43,-34.36,5926,141,-195,4.519,0.048,-0.192,0.913,0.26,-0.087,282.11639,44.373489,15.435
7372,8362974,K07023.01,2.71772323,3.97E-05,-3.97E-05,133.9451,1.37E-02,-1.37E-02,0.197,0.266,-0.197,3.22,0.726,-0.726,0.72,3.00E-02,-7.00E-02,1123,,,375.05,66.46,-80.72,5135,84,-77,4.464,0.09,-0.036,0.874,0.044,-0.076,290.85971,44.350922,14.52
7373,9278021,K07152.01,3.359470825,4.56E-07,-4.56E-07,133.952372,1.11E-04,-1.11E-04,1.281,0.187,-0.092,2.14715,0.0046,-0.0046,129.93,2.27E+01,-5.31E+01,2421,,,8125.7,4341.07,-5635.01,6587,176,-215,3.531,0.36,-0.112,3.514,0.615,-1.435,290.65009,45.782429,12.983
7374,9284741,K07153.01,20.72925511,1.46E-06,-1.46E-06,134.55034,5.69E-05,-5.69E-05,0.575,0.003,-0.007,7.53677,0.00294,-0.00294,53.87,8.06E+00,-6.58E+00,567,,,24.47,11.93,-7.57,5256,158,-142,4.502,0.1,-0.137,0.802,0.12,-0.098,293.42542,45.760849,14.807
7375,9291368,K07155.01,3.796448299,9.99E-06,-9.99E-06,131.37037,3.70E-03,-3.70E-03,0.249,0.005,-0.004,11.5917,0.0103,-0.0103,232.39,2.04E+01,-1.09E+02,2577,,,10412.56,3508.68,-7931.36,8117,251,-334,3.748,0.442,-0.078,3.07,0.27,-1.44,295.82617,45.78764,14.005
7376,9301564,K07157.01,23.9830523,9.79E-04,-9.79E-04,136.7741,3.13E-02,-3.13E-02,0.096,0.348,-0.096,8.77,1.7,-1.7,1.17,3.30E-01,-3.60E-01,718,,,62.83,52.92,-35.89,5696,169,-152,4.178,0.312,-0.168,1.292,0.362,-0.399,298.80557,45.759998,13.863
7377,9328852,K07159.01,0.64585177,4.60E-08,-4.60E-08,131.889136,5.89E-05,-5.89E-05,1.138,0.161,-0.169,1.97644,0.00624,-0.00624,51.1,3.20E+00,-6.07E+00,1234,,,543.24,142.93,-178.13,4399,125,-156,4.788,0.075,-0.03,0.463,0.029,-0.055,284.99713,45.886688,15.33
7378,10089123,K07283.01,134.413808,4.80E-03,-4.80E-03,227.9768,2.70E-02,-2.70E-02,0.1857,0.2759,-0.1857,13.907,0.854,-0.854,1.69,8.60E-01,-2.30E-01,391,,,5.51,8.34,-2.07,6013,162,-252,4.37,0.083,-0.083,1.187,0.597,-0.166,296.89828,47.081059,14.262
7379,10091257,K07284.01,1.70192371,4.22E-07,-4.22E-07,131.955498,1.94E-04,-1.94E-04,0.906,0.401,-0.046,3.0271,0.0121,-0.0121,40.15,6.65E+00,-6.65E+00,1704,,,1993.63,863.01,-678.5,5826,78,-78,4.273,0.125,-0.112,1.262,0.209,-0.209,297.50986,47.054489,12.533
7380,10095512,K07286.01,3.008602107,6.04E-07,-6.04E-07,132.923023,1.53E-04,-1.53E-04,0.948,0.021,-0.02,4.34296,0.00886,-0.00886,56.15,1.64E+01,-8.81E+00,1343,,,768.47,657.38,-284.91,6033,163,-181,4.398,0.108,-0.201,1.026,0.299,-0.161,298.71655,47.014519,13.053
7381,10129482,K07288.01,0.846291334,4.30E-08,-4.30E-08,132.1935855,4.23E-05,-4.23E-05,0.779,0.047,-0.03,1.79962,0.00338,-0.00338,30.8,1.82E+00,-1.99E+00,1243,,,562.86,147.63,-126.97,4627,139,-139,4.721,0.048,-0.028,0.526,0.031,-0.034,286.84036,47.173309,15.994
7382,10155080,K07289.01,1.930451347,3.52E-07,-3.52E-07,131.770748,1.40E-04,-1.40E-04,1.121,0.102,-0.08,3.87956,0.0081,-0.0081,58.77,1.99E+01,-6.64E+00,1623,,,1637.68,1684.78,-557.25,6154,193,-265,4.399,0.07,-0.21,1.168,0.396,-0.132,296.69858,47.137741,13.017
7383,8555967,K07894.01,347.97611,1.27E-02,-1.27E-02,169.433,3.05E-02,-3.05E-02,0.057,0.383,-0.057,16.77,1.1,-1.1,1.62,4.90E-01,-1.50E-01,253,,,0.97,0.87,-0.27,5995,163,-181,4.536,0.038,-0.2,0.878,0.266,-0.083,290.3031,44.678089,14.648
7384,11198723,K07417.01,6.840305932,4.24E-07,-4.24E-07,137.5713643,5.10E-05,-5.10E-05,1.094,0.084,-0.13,4.32742,0.00366,-0.00366,62.08,1.81E+01,-6.02E+00,945,,,188.58,161.49,-54.1,5970,161,-197,4.521,0.05,-0.2,0.908,0.265,-0.088,295.70044,48.834229,15.445
7385,11199725,K07418.01,1.032967155,7.77E-06,-7.77E-06,131.92284,5.70E-03,-5.70E-03,0.025,0.428,-0.025,1.17,0.256,-0.256,21.22,1.24E+00,-7.06E+00,5990,,,304226.71,78019.45,-207674.66,5283,153,-429,2.352,0.032,-0.025,18.959,1.113,-6.307,296.07492,48.8591,12.698
7386,11200773,K07419.01,2.489550708,4.90E-07,-4.90E-07,132.044138,1.65E-04,-1.65E-04,1.185,0.199,-0.105,2.84685,0.00873,-0.00873,36.91,9.30E+00,-3.11E+00,1281,,,636.43,473.53,-158.38,6018,163,-163,4.569,0.044,-0.176,0.794,0.2,-0.067,296.47736,48.85371,13.669
7387,11232745,K07421.01,4.81712182,6.67E-07,-6.67E-07,133.10276,1.11E-04,-1.11E-04,1.233,0.009,-0.141,2.45699,0.00482,-0.00482,43.45,8.68E+00,-3.72E+00,922,,,170.42,105.47,-44.11,5419,161,-161,4.581,0.032,-0.128,0.795,0.159,-0.068,285.47064,48.927292,15.973
7388,3547760,K04535.02,5.78901936,7.90E-05,-7.90E-05,136.9845,1.14E-02,-1.14E-02,0.1847,0.2588,-0.1846,3.102,0.322,-0.322,0.78,1.70E-01,-8.00E-02,849,,,122.75,87.99,-33.37,5289,173,-142,4.546,0.066,-0.066,0.748,0.171,-0.074,292.25284,38.60899,14.791
7389,5476671,K04598.02,0.824181335,1.49E-06,-1.49E-06,131.68906,1.54E-03,-1.54E-03,1.174,1.612,-0.16,2.4864,0.0938,-0.0938,18.2,5.13E+00,-1.71E+00,1912,,,3155.32,2608.45,-860.33,5977,160,-178,4.514,0.065,-0.195,0.883,0.249,-0.083,298.75528,40.665218,14.638
7390,11290515,K04716.02,12.26708306,,,141.2841427,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,288.34488,49.021938,12.322
7391,4919550,K04766.02,2.45261841,2.18E-05,-2.18E-05,133.60879,7.66E-03,-7.66E-03,0.3595,0.1057,-0.3595,1.9,0.226,-0.226,0.69,1.50E-01,-6.00E-02,1108,,,355.92,232.09,-88.94,5216,165,-137,4.564,0.046,-0.046,0.751,0.156,-0.065,290.46756,40.056438,15.223
7392,6767227,K04871.02,5.522479,6.63E-05,-6.63E-05,133.1184,1.11E-02,-1.11E-02,0.6606,0.0203,-0.4984,2.666,0.278,-0.278,0.76,3.50E-01,-1.30E-01,1288,,,650.66,871.96,-251.27,6532,159,-201,4.271,0.135,-0.135,1.247,0.571,-0.207,288.52902,42.27626,13.05
7393,8094120,K04881.02,0.706423768,2.06E-06,-2.06E-06,132.15228,2.75E-03,-2.75E-03,0.71,0.266,-0.471,1.0597,0.0884,-0.0884,1.16,3.40E-01,-3.70E-01,2845,,,15425.08,13143.69,-9187.64,6514,181,-227,4.09,0.258,-0.172,1.585,0.457,-0.503,290.55087,43.994362,12.892
7394,3854496,K06368.01,9.4588054,1.65E-04,-1.65E-04,136.8156,1.49E-02,-1.49E-02,0.365,0.094,-0.365,3.66,0.389,-0.389,1.78,4.90E-01,-2.10E-01,943,,,187.04,153.75,-62.88,6247,174,-239,4.433,0.06,-0.18,1.066,0.296,-0.127,292.56421,38.931129,15.812
7395,3858757,K06369.01,25.9534494,8.08E-04,-8.08E-04,154.8716,2.80E-02,-2.80E-02,0.6188,0.0017,-0.5092,6.001,0.61,-0.61,2.06,7.40E-01,-1.50E-01,554,,,22.3,24.59,-5.39,5591,181,-168,4.559,0.024,-0.024,0.86,0.31,-0.064,293.66006,38.964008,15.79
7396,3858884,K06371.01,25.95193721,1.10E-05,-1.10E-05,154.881253,3.36E-04,-3.36E-04,0.51,0.01,-0.011,15.9897,0.0217,-0.0217,123.34,3.05E+01,-4.58E+01,904,,,157.59,116.98,-103.78,6569,188,-236,4.008,0.357,-0.153,1.729,0.428,-0.642,293.69543,38.982792,9.277
7397,3938073,K06373.01,31.02431043,1.56E-06,-1.56E-06,158.8651537,3.94E-05,-3.94E-05,1.009,0.017,-0.018,7.63621,0.00212,-0.00212,93.29,1.88E+01,-2.82E+01,783,,,88.89,54.05,-50.19,6011,164,-164,3.998,0.273,-0.117,1.741,0.351,-0.527,286.15421,39.065708,12.512
7398,3972432,K06375.01,2.90805147,5.23E-05,-5.23E-05,134.3193,1.44E-02,-1.44E-02,0.771,0.059,-0.527,2.812,0.591,-0.591,0.97,2.80E-01,-8.00E-02,1220,,,523.63,446.86,-130.85,5889,142,-177,4.543,0.037,-0.213,0.869,0.259,-0.069,295.89651,39.076359,14.557
7399,5025217,K06496.01,1.78752921,3.84E-05,-3.84E-05,132.4646,2.29E-02,-2.29E-02,0.064,0.464,-0.064,5.315,0.189,-0.189,5.86,1.53E+00,-2.85E+00,3868,,,52997.01,40149.91,-40621.66,6286,157,-188,3.056,0.435,-0.145,7.342,1.923,-3.572,295.43771,40.120998,11.8
7400,5025234,K06497.01,1.77555333,4.29E-05,-4.29E-05,131.92,2.38E-02,-2.38E-02,0.9299,0.0253,-0.6658,14.41,1.1,-1.1,1.26,7.00E-01,-1.40E-01,1786,,,2402.56,3994.21,-732.83,6594,158,-219,4.39,0.06,-0.06,1.138,0.633,-0.123,295.43936,40.147449,13.335
7401,5031804,K06500.01,1.37347867,1.20E-05,-1.20E-05,132.22105,6.89E-03,-6.89E-03,0.9848,0.0059,-0.0074,12.62,1.8,-1.8,4.25,1.85E+00,-1.26E+00,2505,,,9313.26,12127.45,-5327.2,6877,191,-250,4.028,0.248,-0.248,1.753,0.765,-0.518,296.83371,40.16124,12.821
7402,5031882,K06501.01,1.00960235,1.90E-05,-1.90E-05,131.6797,1.46E-02,-1.46E-02,0.992,0.022,-0.757,7.847,0.293,-0.293,1.94,4.90E-01,-1.14E+00,2885,,,16358.66,12882.59,-13919.15,6028,200,-181,3.724,0.664,-0.166,2.412,0.609,-1.422,296.8522,40.166519,13.572
7403,5036516,K06502.01,1.060996585,3.70E-06,-3.70E-06,132.53457,4.15E-03,-4.15E-03,1.141,0.08,-0.071,2.6494,0.0103,-0.0103,64.99,1.78E+01,-2.18E+01,1968,,,3542.31,3084.77,-2154.77,5433,197,-164,4.154,0.331,-0.178,1.348,0.369,-0.451,297.87564,40.10746,14.34
7404,5036530,K06503.01,2.735152701,,,133.6322499,,,0.955,,,0.1046,,,3.27,5.50E-01,-4.60E-01,1679,,,1875.08,805.7,-561.31,6333,69,-88,4.198,0.11,-0.11,1.523,0.259,-0.212,297.87741,40.120781,13.911
7405,5781192,K06626.01,9.459993213,4.48E-07,-4.48E-07,138.3433458,3.86E-05,-3.86E-05,0.743,0.011,-0.027,5.3012,0.00195,-0.00195,51.89,1.18E+01,-4.69E+00,766,,,81.31,54.69,-20.96,5569,149,-149,4.566,0.038,-0.152,0.829,0.188,-0.075,288.69742,41.059231,12.989
7406,5802470,K06628.01,3.79187443,3.26E-07,-3.26E-07,134.134368,7.07E-05,-7.07E-05,0.798,0.011,-0.117,3.5521,0.00473,-0.00473,47.49,9.59E+00,-3.22E+00,1004,,,240.31,150.25,-53.02,5622,168,-151,4.619,0.032,-0.128,0.723,0.146,-0.049,295.15628,41.052559,13.764
7407,5807579,K06629.01,17.84432316,5.97E-07,-5.97E-07,133.6947708,2.76E-05,-2.76E-05,0.757,0.009,-0.006,5.07999,0.00068,-0.00068,90.67,2.41E+01,-2.95E+01,874,,,138.25,112.8,-83.71,5993,190,-211,4.114,0.299,-0.161,1.485,0.395,-0.483,296.3493,41.072968,13.745
7408,5860347,K06631.01,2.56271232,2.50E-05,-2.50E-05,131.69665,8.28E-03,-8.28E-03,0.346,0.12,-0.346,2.163,0.444,-0.444,0.48,5.00E-02,-4.00E-02,1171,,,443.49,117.75,-96.78,5190,85,-77,4.446,0.088,-0.064,0.899,0.08,-0.08,285.95218,41.14439,13.273
7409,5894825,K06633.01,1.36293943,2.53E-05,-2.53E-05,132.7485,1.55E-02,-1.55E-02,1.13,0.048,-0.142,10.32,1.5,-1.5,31.28,8.73E+00,-1.07E+01,2630,,,11346.02,9373.55,-7198.57,6831,190,-286,3.971,0.293,-0.158,2.106,0.588,-0.719,296.82806,41.192028,13.658
7410,8374394,K07883.01,185.103836,4.79E-03,-4.79E-03,296.7426,1.33E-02,-1.33E-02,0.019,0.45,-0.019,4.19,0.478,-0.478,14.63,1.70E+00,-1.70E+00,670,,,47.72,17.11,-13.6,4992,109,-109,2.921,0.033,-0.027,6.226,0.724,-0.724,294.96524,44.360481,13.623
7411,6706287,K06761.01,1.267693801,1.75E-07,-1.75E-07,132.120397,1.12E-04,-1.12E-04,0.589,0.018,-0.025,3.57993,0.00624,-0.00624,64.84,1.75E+01,-1.17E+01,1606,,,1572.85,1341.59,-642.72,5446,191,-172,4.388,0.162,-0.198,0.961,0.26,-0.173,295.67706,42.111355,13.62
7412,6715997,K06762.01,15.08186,3.26E-04,-3.26E-04,141.7289,1.92E-02,-1.92E-02,0.7171,0.2547,-0.4897,4.004,0.621,-0.621,0.98,3.50E-01,-1.50E-01,758,,,78.11,83.47,-27.42,5794,163,-156,4.377,0.126,-0.126,1.012,0.365,-0.151,297.83545,42.11039,14.45
7413,6768616,K06765.01,13.05609,1.79E-04,-1.79E-04,140.7128,1.04E-02,-1.04E-02,0.097,0.356,-0.097,3.498,0.339,-0.339,1.3,3.90E-01,-1.60E-01,814,,,103.85,92.83,-34.74,6078,181,-200,4.434,0.084,-0.21,0.994,0.296,-0.127,289.04434,42.280022,15.154
7414,6774408,K06766.01,0.85450941,1.75E-05,-1.75E-05,132.2059,1.51E-02,-1.51E-02,0.4204,0.0281,-0.4202,3.723,0.723,-0.723,0.35,1.30E-01,-4.00E-02,1928,,,3269.09,3748.3,-953.19,5922,156,-150,4.454,0.08,-0.08,0.921,0.36,-0.105,290.87341,42.277828,12.812
7415,6781047,K06768.01,7.0435762,,,136.2789,,,,,,15.76,,,,,,,,,567.89,895.12,-321.58,,,,,,,,,,292.93964,42.244156,12.484
7416,8440062,K07886.01,366.71923,2.10E-02,-2.10E-02,185.6459,3.55E-02,-3.55E-02,0.592,0.387,-0.381,9.8,1.1,-1.1,3.35,7.40E-01,-1.10E+00,383,,,5.09,3.34,-3.04,6295,173,-173,3.907,0.285,-0.114,2.049,0.449,-0.673,295.19839,44.419601,13.302
7417,7622072,K06894.01,6.373454978,3.04E-06,-3.04E-06,136.899832,3.98E-04,-3.98E-04,1.284,0.161,-0.104,3.9377,0.0198,-0.0198,51.6,1.44E+01,-1.60E+01,1169,,,441.1,369.32,-252.32,5953,177,-159,4.161,0.344,-0.185,1.254,0.349,-0.388,295.9227,43.285881,13.583
7418,7631194,K06896.01,0.811390968,2.42E-06,-2.42E-06,131.8759,2.31E-03,-2.31E-03,0.345,0.125,-0.345,1.0114,0.0847,-0.0847,14.74,9.90E-01,-3.94E+00,5043,,,153237.23,26432.64,-80502.32,4994,37,-150,2.682,0.033,-0.027,12.487,0.836,-3.343,298.05032,43.23317,11.817
7419,7662209,K06897.01,14.6494599,2.54E-04,-2.54E-04,132.1027,1.28E-02,-1.28E-02,0.175,0.3078,-0.1748,2.883,0.396,-0.396,1,1.40E-01,-9.00E-02,574,,,25.65,12.04,-6.72,5017,151,-134,4.585,0.062,-0.062,0.688,0.098,-0.064,282.79242,43.374859,15.376
7420,7670485,K06900.01,8.467706136,1.06E-06,-1.06E-06,139.412302,1.03E-04,-1.03E-04,1.054,0.016,-0.016,4.05376,0.00499,-0.00499,43.98,1.29E+01,-4.33E+00,844,,,120.02,101.76,-32.73,5873,146,-161,4.554,0.036,-0.204,0.843,0.248,-0.083,287.12943,43.344131,14.408
7421,7670617,K06901.01,24.70361995,1.17E-05,-1.17E-05,136.13429,3.48E-04,-3.48E-04,0.206,0.031,-0.032,6.9719,0.0238,-0.0238,30.13,3.89E+00,-2.09E+00,464,,,10.99,4.79,-2.46,5030,151,-136,4.665,0.028,-0.077,0.65,0.084,-0.045,287.18448,43.367088,15.517
7422,8367298,K07025.01,5.1348689,1.82E-04,-1.82E-04,134.236,2.86E-02,-2.86E-02,1.137,0.078,-0.097,48.69,4.2,-4.2,16.17,5.09E+00,-3.14E+00,1040,,,276.25,261.35,-115.34,5515,166,-149,4.357,0.175,-0.214,1.001,0.315,-0.194,292.4931,44.333439,14.49
7423,8374499,K07026.01,5.251918489,1.19E-07,-1.19E-07,136.74098,1.86E-05,-1.86E-05,0.317,0.006,-0.001,5.59653,0,0,51.51,1.54E+01,-5.15E+00,1060,,,299.43,262.62,-87.22,6099,164,-200,4.511,0.05,-0.2,0.919,0.275,-0.092,295.00055,44.321018,14.912
7424,8378922,K07028.01,43.26330502,5.19E-06,-5.19E-06,150.3780757,9.75E-05,-9.75E-05,0.555,0.006,-0.004,10.0915,0.0054,-0.0054,62.75,1.66E+01,-1.10E+01,505,,,15.38,12.27,-6.13,5623,169,-169,4.4,0.167,-0.204,0.917,0.242,-0.161,296.3717,44.383541,14.977
7425,8379547,K07029.01,6.042029838,4.40E-06,-4.40E-06,132.205367,6.06E-04,-6.06E-04,0.689,0.033,-0.025,8.0666,0.0426,-0.0426,23.94,2.08E+00,-1.67E+00,729,,,66.7,22.96,-16.2,5030,165,-165,4.67,0.055,-0.055,0.587,0.051,-0.041,296.55756,44.31023,13.373
7426,8382339,K07031.01,5.40597608,2.90E-05,-2.90E-05,131.61052,3.15E-03,-3.15E-03,0.013,0.446,-0.013,2.79,0.133,-0.133,31.78,1.36E+00,-7.67E+00,2818,,,14885.1,2447.8,-7139.29,4840,84,-120,2.56,0.03,-0.03,15.355,0.654,-3.708,297.29306,44.355251,12.504
7427,9328864,K07160.01,0.645850521,2.19E-06,-2.19E-06,131.88911,3.20E-03,-3.20E-03,0.476,0.453,-0.273,1.2082,0.0931,-0.0931,0.69,1.50E-01,-1.10E-01,1941,,,3366.81,2330.27,-1190.35,5381,159,-143,4.426,0.144,-0.192,0.911,0.207,-0.138,285.00354,45.887951,14.107
7428,9334490,K07161.01,18.84497113,3.46E-05,-3.46E-05,149.94759,1.47E-03,-1.47E-03,0.895,0.008,-0.007,4.9442,0.0865,-0.0865,5.35,5.70E-01,-5.10E-01,552,,,21.89,8.64,-6.02,5220,173,-157,4.578,0.084,-0.056,0.695,0.074,-0.066,288.27121,45.87661,15.695
7429,9344623,K07163.01,14.75947767,1.07E-06,-1.07E-06,139.7828128,5.85E-05,-5.85E-05,0.56,0.003,-0.003,9.7746,0.00312,-0.00312,76.06,2.33E+01,-9.37E+00,862,,,130.69,114.92,-41.85,6522,158,-198,4.407,0.065,-0.208,1.105,0.339,-0.136,292.7402,45.80151,13.822
7430,9357275,K07165.01,1.588298157,1.81E-07,-1.81E-07,132.1833032,9.03E-05,-9.03E-05,0.855,0.016,-0.013,4.37027,0.00538,-0.00538,120,3.02E+01,-3.02E+01,2773,,,13941.82,10787.08,-7268.88,7742,244,-298,4.024,0.187,-0.153,2.094,0.527,-0.527,297.20245,45.849861,12.186
7431,9394920,K07168.01,1.38385822,,,132.762,,,,,,1,,,,,,,,,234049.39,56956.46,-156186.97,,,,,,,,,,287.33417,45.924709,14.367
7432,8524110,K07891.01,0.79708975,1.10E-05,-1.10E-05,131.8481,1.17E-02,-1.17E-02,0.53,0.03,-0.468,3.301,0.401,-0.401,0.54,1.60E-01,-1.30E-01,2262,,,6174.2,5209.9,-2980.47,6056,163,-181,4.271,0.185,-0.185,1.196,0.344,-0.282,300.55823,44.570061,13.391
7433,10163067,K07291.01,25.9136674,5.88E-04,-5.88E-04,131.8232,1.95E-02,-1.95E-02,0.982,0.002,-0.682,10.498,0.306,-0.306,3.37,6.00E-01,-1.21E+00,966,,,205.72,117.18,-130.12,6167,189,-170,3.804,0.293,-0.098,2.346,0.421,-0.842,298.9006,47.107769,12.556
7434,10164018,K07292.01,8.5412411,1.27E-04,-1.27E-04,131.6163,1.27E-02,-1.27E-02,0.793,0.174,-0.575,3.654,0.385,-0.385,1.4,2.90E-01,-1.00E-01,767,,,81.55,52.01,-18.88,5602,168,-168,4.614,0.032,-0.136,0.732,0.151,-0.05,299.16739,47.185692,15.661
7435,10214328,K07296.01,659.2907,1.20E-02,-1.20E-02,254.33,1.71E-02,-1.71E-02,0.982,0.302,-0.042,22.106,0.895,-0.895,4.66,3.10E-01,-3.20E-01,322,,,2.53,0.5,-0.43,6917,83,-83,4.05,0.018,-0.018,1.837,0.124,-0.124,294.37708,47.289928,10.629
7436,10215422,K07297.01,24.84708721,7.51E-07,-7.51E-07,154.1275658,2.46E-05,-2.46E-05,0.52,0.005,-0.001,7.28274,0.00088,-0.00088,52.38,1.43E+01,-4.78E+00,569,,,24.75,20.36,-6.43,5644,169,-152,4.55,0.035,-0.196,0.854,0.233,-0.078,294.75986,47.201931,14.608
7437,10257903,K07298.01,0.85574731,,,131.8240876,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,284.0842,47.373589,15.482
7438,10258558,K07299.01,20.86785566,1.17E-06,-1.17E-06,136.4038679,4.62E-05,-4.62E-05,1.045,0.024,-0.037,5.73122,0.0023,-0.0023,53.53,1.48E+01,-9.12E+00,716,,,62.09,50.5,-24.28,6095,165,-184,4.378,0.144,-0.192,1.016,0.281,-0.173,284.45453,47.311951,14.492
7439,11240948,K07425.01,3.401949837,5.44E-06,-5.44E-06,134.6247,1.38E-03,-1.38E-03,0.958,0.003,-0.003,16.5797,0.0899,-0.0899,14.32,2.96E+00,-4.44E+00,2076,,,4391.35,2730.29,-2565.99,7094,193,-236,3.905,0.277,-0.092,2.17,0.449,-0.673,290.10678,48.903389,12.471
7440,11241560,K07426.01,6.96197304,7.93E-05,-7.93E-05,135.55021,8.90E-03,-8.90E-03,0.103,0.355,-0.103,2.806,0.264,-0.264,0.97,1.00E-01,-1.00E-01,778,,,86.68,30.8,-25.51,5008,151,-151,4.506,0.093,-0.085,0.814,0.079,-0.087,290.43677,48.983452,15.352
7441,11250867,K07428.01,2.252822538,1.34E-07,-1.34E-07,131.6331462,4.86E-05,-4.86E-05,0.621,0.044,-0.012,3.41062,0.00162,-0.00162,57.6,1.50E+01,-8.12E+00,1462,,,1078.82,827.5,-373.23,6116,164,-182,4.431,0.105,-0.18,0.951,0.248,-0.134,294.97415,48.94458,13.387
